抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_52_15,17,A7【竹城明治】無印風次頂樓遠眺視野三房車位,桃園市龜山區文青路,電梯大樓,5.4年,建坪40.84,主+陽24.41,12/13樓,3房(室)2廳2衛,"  買賣、租賃皆可以為您服務
❶機場捷運A7體育大學站步行約800公尺
❷文青商圈店面商圈林立
❸次頂樓高樓採光視野佳
❹屋況優、微裝潢清爽，即可入住
❺社區戶數約173戶，出入單純，鬧中取靜
❻網路預約專人服務 ",永慶不動產新上近捷運體育大學站,"1,988","1,988",含車位售價150萬元
2025_10_16 23_52_15,17,平鎮高中獅子林商圈旁裝潢３房美寓,桃園市平鎮區關爺北路,公寓,43.9年,建坪26.33,主26.33,4/5樓,3房(室)2廳2衛," 1。位於中豐路旁，近平鎮區公所商圈及金陵路獅子林商圈，大全聯賣場車程5分鐘，上66快速道車程只要3分鐘，四通八達。
2。水電衛浴廚具，全室更新裝潢，前陽台出入玄關，共有三個陽台，室內採光明亮，即可入住，值得您賞屋。 ",永慶不動產新上,668,668,無
2025_10_16 23_52_15,17,龍安商圈.麥當勞.鉑金HOUSE晶品~雅緻2房車,桃園市桃園區國豐六街,電梯大樓,18.0年,建坪33.30,主+陽15.87,9/13樓,2房(室)1廳1衛," 鉑金HOUSE晶品館位於桃園區國豐六街，特色包含格局方正，溫馨裝潢，有24小時垃圾集中室、優質的飯店式管理。此外，地點鄰近學校、公園、傳統市場和國道2號桃園交流道，生活機能便利。
房子的特色:.
1.屋況格局方正，雅緻裝潢、新婚小資女最佳選擇，免整理即可入住。
2.社區24小時飯店式管理，居家生活安全有保障。
3.生活機能超級便利，龍安生活圈採買便利.下樓即有超市好方便。
4.便利上國道2號交流道。 ",永慶不動產新上,"1,098","1,098",無
2025_10_16 23_52_15,17,中壢大同商圈稀有雙主臥電梯美3房,桃園市中壢區大同路,華廈,39.0年,建坪50.42,主50.42,5/5樓,#NAME?," 1。中壢車站大同形象商圈步道區域。
2。電梯大坪數華廈一層一戶。
3。雙主臥共三套衛浴、三個陽台。
4。有天然瓦斯亦可使用電的IH爐或電熱水器。
5。精華地段稀有釋出，步行到延平路或中正路皆有公車。
6。未來鐵路地下化（中壢車站），交通商圈更完美，後勢看漲。 ",永慶不動產新上,"1,298","1,380萬",無
2025_10_16 23_52_15,17,平鎮龍潭福龍路開心農場 附游泳池電梯農舍,桃園市龍潭區福龍路三段,農舍,13.8年,建坪105.66,主+陽105.67,1~3/3樓,6房(室)2廳6衛," 全棟崗石氣派電梯農舍稀有釋出~
近66快速道、北二高,交通便利~
養生休閒農舍、離塵不離城~
前後庭院，衛浴皆開窗、孝親房、三代同堂最佳選擇~
花園、泳池、果園、停車場一應俱全~
高空景觀台、咖啡、品茗...好愜意~
室内空間大~ ",永慶不動產新上,"4,580","4,580",無
2025_10_16 23_52_15,17,【鼎藏系列】幼獅交流道鼎藏大硯高質感溫馨三房車,桃園市楊梅區青山一街,電梯大樓,6.9年,建坪48.59,主+陽25.86,6/15樓,3房(室)2廳2衛," 位於幼獅交流道人口密集度高，知名鼎藏系列，得獎優質社區，全天候飯店式物業管理。
千坪花園、氣派大廳、多樣化豐富的公設設施。
單層四戶雙電梯，上班時間不壅擠皆可到達地下室，採光通風良好前後陽台完整區分內外。
邊間廚房走道設計完全不浪費空間，使得室內坪數更寬闊。
歡迎您來店賞屋~~ ",永慶不動產新上,"1,358","1,358",無
2025_10_16 23_52_15,17,楊梅五楊高架福人山莊大空間可停兩車別墅,桃園市楊梅區福人路,別墅,30.3年,建坪65.75,主+平+陽+露64.71,1~3/3樓,5房(室)2廳4衛," 五房雙車位別墅
社區環境優美，離塵不離城
距離五楊高架約900公尺
社區外有24H便利商店
楊梅行政園區
學區：楊梅國小、楊梅國中
屋主誠意出售，歡迎貴賓來電約賞屋！
 ",永慶不動產新上,"1,598","1,598",無
2025_10_16 23_52_15,17,桃園高鐵站、水利會、青埔國小超漂亮2+1房車,桃園市中壢區青境路,電梯大樓,2.8年,建坪35.06,主+陽16.62,8/21樓,3房(室)2廳1衛," 1。屋況非常好，漂亮樓層，居家舒適。
2。浴室單層排氣，獨立更衣室，女主人最愛。
3。社區公設齊全：交誼廳、媽媽教室、健身房、圖書室（含溫書室、家教室）、空中花園，飽覽中壢桃園大園山海景觀。
4。近桃園高鐵站、青埔國小、誠品生活、公七公園、華泰OUTLET，走路皆可達。
5。附高質感裝潢及家電家俱。 ",永慶不動產新上,"1,980","1,980",無
2025_10_16 23_52_15,17,八德三本建設*三本阿曼*棟距大景觀美3房車,桃園市八德區大興路,電梯大樓,13.5年,建坪54.46,主+陽30.47,7/11樓,3房(室)2廳2衛," 

1.  開車約5分鐘到大湳交流道，綠色捷運施工中。
2.  臨近大湳森林公園 。大湳埤塘生態公園。 等綠地空間,提供自然景觀與休閒功能。
3.  有中庭視野與棟距,採光通風非常棒。
4.  全室精美裝潢，單層雙併住戶單純，低公設比。格局方正。
5.  中高樓層景觀宅，視野遼闊。住家好品味。 ",永慶不動產新上,"1,788","1,888萬",無
2025_10_16 23_52_15,17,中壢市區/藝術館/免整理/精裝雙套房美寓-2,桃園市中壢區中山路,公寓,48.1年,建坪21.60,主21.60,4/5樓,2房(室)2廳2衛," 1.全室水電整新
2.全室精裝設計、美輪美喚、時尚風華
3.中正公園100公尺、藝術館五分鐘
4.正市區、機能完善
5.近中壢車站，走路可到
6.採光、通風好、後陽台無摭擋
7.二房附二衛、超方便

 ",永慶不動產新上,658,668萬,無
2025_10_16 23_52_15,17,"小檜溪重劃區金店面,近新永和市場,穩定收租",桃園市桃園區中央街,電梯大樓,2.2年,建坪69.48,主33.26,1/15樓,#NAME?," 1.小檜溪重劃區,黃金地段
2.知名連鎖企業承租,優質租客,穩定收租
3.大面寬店面,位置顯眼,
4.週遭大型社區多,人口多,
5.近新永和市場, 車潮人潮,
6.未來捷運,增值可期 ",永慶不動產新上,"5,888","5,888",無
2025_10_16 23_52_15,17,中路重劃區~星學墅二期美墅 水秀公園旁,桃園市桃園區力行路,別墅,19.7年,建坪77.49,主+陽69.09,1~5/5樓,4房(室)3廳3衛, 社區型別墅、室內格局方正、自家車庫可停雙車，室內配有大金冷氣、太陽能熱水器、 中路重劃區內少數釋出的別墅，附近有學區.水秀公園.寶雅.全聯福利中心，交通便利離國二交流道.台一線都很方便、歡迎來電賞屋 ,永慶不動產新上,"2,980","2,980",無
2025_10_16 23_52_15,17,正大園市區12樓,桃園市大園區新園街,電梯大樓,18.9年,建坪38.61,主+陽26.34,12/12樓,3房(室)2廳2衛," 1.正大園市區少有3房高樓層出售
2.屋主住台北用不到
3.至機場捷運,桃園高鐵站很近10-20分鐘
4.子母車垃圾車,有保全住了好安心
5.高樓層視野佳,採光通風好 ",永慶不動產新上,"1,288","1,288",無
2025_10_16 23_52_15,17,客運園區家田富筑高樓景觀三房車,桃園市大園區園科路,電梯大樓,0.5年,建坪48.51,主+陽25.25,8/15樓,3房(室)2廳2衛," 1大園雙語國中旁.社區前有埤塘湖景
2成屋買賣
3衛浴全室加強防水.有效防止浴室水氣滲透問題
4採用柱中柱.一筆箍工法.核心結構完整耐震韌性提升
5步行約2分鐘可至大園雙語國中
車程約3分鐘可至潮音國小.約6分鐘可至大園運動中心
約6分鐘可至全聯福利中心.約8分鐘可達大園零售市場
6近國道2號(大園交流道)及西濱快速道路

 ",永慶不動產新上,"1,498","1,498",無
2025_10_16 23_52_15,17,$354比佛利紐約區景觀大三房,桃園市楊梅區青山二街,華廈,30.9年,建坪33.34,主+陽29.00,6/6樓,3房(室)2廳2衛," 必看案件特色✔:
近交流道、省道交通便利
幼獅產業園區
住戶一層2戶
有天然瓦斯
房間廁所開窗
大房大廳方正格局
採光、景觀視野佳
永慶不動產聯賣優勢:
1.團隊聯賣: 一家委託多家聯賣，買方多效率快。
2.雙網平台流量大: 買方多，成交快。
3.成交行情公開: 公開內部成交行情+實價登錄行情，為您把關
4.人員素質高: 受過專業房產課程訓練。
5.買得安心,售後服務。
6.仲介首創影音看屋
7.服務最好: 知名雜誌票選房仲服務第一名。
 ",永慶不動產新上,638,638,無
2025_10_16 23_52_15,17,A7【興富發鉑悦】溫馨兩房車，景觀佳，稀有釋出,桃園市龜山區文化一路,電梯大樓,#NAME?,建坪36.16,主16.43,11/35樓,2房(室)2廳1衛," 1.興富發鉑悦為區域少見之三面臨路約2581坪大基地。
2.基地正對A7科技園區、郵政物流園區，兩大園區環繞。
3.建案規劃採用SRC+SC+RC工法，於地下層施作SRC、基座層施作SC鋼骨，使基座部分更有韌性，可吸收地震能量釋放，並同時保有各種工法之優點，三重工法構建出安全有保障的35層摩天地標。
4.主打五大主題，豐富全齡設施，包含約10米挑高禮賓大廳、空中花園、交誼廳、閱覽室、游泳池、信箱區等公設。
5.生活機能豐富，步行約8分鐘制機捷A7體育大學站，一線直達桃園機場、台北車站，省去轉乘時間。
6.近文青雙語國中小，未來走路上學好方便。 ",永義房屋新上,"1,468","1,468",含車位售價180萬元
2025_10_16 23_52_15,17,近內壢車站元智大學~冠奕建設深耕六期高質感美別墅,桃園市中壢區榮安十三街,別墅,14.6年,建坪87.70,主+陽56.56,B1~4/4樓,5房(室)3廳3衛," 1.長昇集團冠奕建設在內壢車站商圈知名透天別墅建案優質社區,精華地段鬧中取靜優質居住環境
2.深耕六期臨近內壢車站車程約4分鐘,交通通勤便利
3.臨近內壢傳統市場車程約4分鐘,購物採買方便家中長輩最喜爱的地方
4.社區門口出來就有夢幻公園運動休閒居住環境品質棒,深耕6期也臨近興仁親子公園,公園綠地多運動休閒環境好
5.社區旁邊就是中正國小,小孩快樂走路上學去免接送優質環境學區宅
6.社區獨立公設會館有KTV,會議室,健身房,閱覽室,交誼廳
7.社區有專區堆置垃圾間在B1,免追垃圾車,確實做好垃圾分類
8.一手屋主換屋割愛惜售轉讓有緣人,室內精美質感品味超棒美裝潢
9.B1車庫可以停雙車停車方便好停,現況有輕隔間隔一間傭人房
10.一樓規劃氣派高級客廳與後院/另外有再規劃一間孝親房
    二樓展現廚藝大廚房與團聚家人溫馨餐廳/現有夾層增建一間卧室
    三樓規劃2間臥室與衛浴/三樓臥室(二)有自己的獨立陽台/三樓衛浴乾濕分離設計,有小露台乾爽舒適通通風好
    四樓規劃高級單層大主臥房有自己獨立陽台與主臥更衣室.主臥衛浴開窗完整4件套衛浴設備
    頂樓屋頂突出物部分可以再規劃一間房或是神明廳,有大露台可以曬大型棉被與衣物也可以規劃做園藝造景
11.本戶有3顆水塔與使用三久太陽能
12.本戶採光明亮舒適/整棟3套衛浴都有開窗通風好乾爽舒適 ",永義房屋新上,"3,980","3,980",無
2025_10_16 23_52_15,17,中平商圈/屋況美/高樓層四房車位,桃園市桃園區中平路,電梯大樓,30.1年,建坪45.61,主+陽31.41,10/20樓,4房(室)2廳2衛," 1.中平商圈/生活機能便捷                     
2.四房格局/前後陽台/採光通風佳　　　　　                                             
3.一手屋/屋況保持良好                           
4.學區: 中山國小/中興國中 ",永義房屋新上,"1,258","1,258",無
2025_10_16 23_52_15,17,面寶山公園網美透天店面1-5樓.地段超好,桃園市桃園區民有三街,透天厝,18.2年,建坪78.10,主+陽70.83,1~5/5樓,5房(室)2廳3衛," 🏡【面寶山公園稀有釋出｜黃金地段透天】
📍 桃園區民有三街，週邊住家及商家林立，生活機能佳
✨ 物件亮點：
面寬大器｜1-5 樓透天美透店，使用空間靈活
使用坪數近 78 坪｜主建物 60.83 坪＋附屬建物 17.26 坪
格局方正｜5 房 2 廳 3 衛 2 陽台，居住/出租/辦公皆宜
地段超優｜臨近【寶山公園】、大業黃昏市場、敏盛醫院，學區完整
交通便利｜生活與投資雙優勢
📅 屋齡穩健：96 年完工，鋼筋混凝土結構
📸 實品屋況佳，屋內採光明亮，格局好規劃
👉 投資自用兩相宜，地段稀缺、增值潛力十足！ ",永義房屋新上,"3,780","3,780",無
2025_10_16 23_52_15,17,遠雄大溪地  邊間雙面採光大2房車 渡假宅,桃園市大溪區員林路一段,電梯大樓,11.1年,建坪61.36,主+陽34.09,10/18樓,2房(室)2廳2衛," 🌟飯店式管理，戶戶觀景台，公設齊全 百坪中庭
🌟近二高、66快速道路，雙學區住宅，附近商家林立，金融機構健全，近公家機關
🌟知名建商遠雄建設 雙衛浴開窗主衛大浴缸
🌟飯店式管理挑高大廳 公設多元愜意生活 
🌟路口即有全聯福利中心 歐式中庭花園寬廣草皮 
🌟臨介壽路交通往返便利近大溪交流道 ",永義房屋新上,"1,768","1,768",無
2025_10_16 23_52_21,18,藝文輕豪宅 合雄帝璽4房車 中正路燙金門牌,桃園市桃園區中正路,電梯大樓,12.7年,建坪75.24,主+陽46.70,6/29樓,4房(室)2廳3衛," ✨ 坐落桃園藝文特區核心，合雄帝璽為少數在中正路門牌的地標住宅社區。社區屋齡約 12 年，總戶數超過 300 戶，規劃樓高約 28～29 層，公設完善，建築品質與住戶層次兼具。
未來捷運綠線 G10／G11 雙站設置於藝文特區核心，G10 位於中正路與大興西路口，G11 緊鄰展演中心，通車後將為區域帶來交通與人口紅利。
本案所在地沿中正路為桃園區重要幹道，中正路沿線即為藝文商圈核心走廊，捷運沿線將貫穿該路段，加強區域連通性。
社區擁有制震結構、30 米大街中正大道景觀大道、綠意中庭與高質感公設，住戶質感佳。
區域開發價值高，新案稀少、素地有限，成熟生活機能與藝文氛圍兼具，是桃園換屋與中高資產族群的熱門選擇。

 ",永義房屋新上,"3,580","3,580",無
2025_10_16 23_52_21,18,藝文輕豪宅 合雄帝璽4房車 中正路燙金門牌,桃園市桃園區中正路,電梯大樓,12.7年,建坪75.24,主+陽46.70,6/29樓,4房(室)2廳3衛," ✨ 坐落桃園藝文特區核心，合雄帝璽為少數在中正路門牌的地標住宅社區。社區屋齡約 12 年，總戶數超過 300 戶，規劃樓高約 28～29 層，公設完善，建築品質與住戶層次兼具。
未來捷運綠線 G10／G11 雙站設置於藝文特區核心，G10 位於中正路與大興西路口，G11 緊鄰展演中心，通車後將為區域帶來交通與人口紅利。
本案所在地沿中正路為桃園區重要幹道，中正路沿線即為藝文商圈核心走廊，捷運沿線將貫穿該路段，加強區域連通性。
社區擁有制震結構、30 米大街中正大道景觀大道、綠意中庭與高質感公設，住戶質感佳。
區域開發價值高，新案稀少、素地有限，成熟生活機能與藝文氛圍兼具，是桃園換屋與中高資產族群的熱門選擇。

 ",永義房屋新上,"3,580","3,580",無
2025_10_16 23_52_21,18,桃園近中山國小中平路商圈邊間電梯明亮成家大兩房,桃園市桃園區宏昌十三街,華廈,31.9年,建坪19.88,主+陽16.51,6/6樓,2房(室)1廳1衛," 近中山國小走路約8分鐘，小朋友就學近
鄰近中平路商圈 生活機能好 邊間 陽台外推
大兩房格局空間 電梯華廈，磁扣門禁，低公設，低管理費，低總價
走路約4分鐘就有忠孝公園（路程依Google地圖標示）中庭可停機車
目前使用桶裝瓦斯，可申請天然瓦斯
使用室內空間寬敞 採光明亮 成家好屋 把握機會 ",有巢氏房屋新上,698,698,無
