抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/4954NN?breadcrumb=list,稀有長泰街電梯三房大空間,台北市萬華區長泰街,華廈,41.9年,建坪 38.72,主 + 陽32.52,5樓/7樓,3房2廳1衛,有裝潢近公園近市場有 553 人也在關注這間👀,1788萬,"1,788",1788萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/11770T?breadcrumb=list,後港街近捷運大空間,台北市士林區後港街,辦公,43.9年,建坪 33.14,主 + 陽33.14,4樓/5樓,4房2廳2衛,有裝潢有景觀有陽台有 841 人也在關注這間👀,1950萬,"1,950",1950萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/5176KU?breadcrumb=list,信義財經一層一戶信義財經大廈,台北市信義區信義路四段,大樓/辦公,35.4年,建坪 44.59,主 + 陽41.15,11樓/11樓,2廳3衛(含加蓋1廳2衛),有裝潢有景觀廁所開窗有 202 人也在關注這間👀,5380萬,"5,380",5380萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/01687G?breadcrumb=list,★近捷運站★御學園３樓,台北市中山區北安路,公寓,37.2年,建坪 35.31,主 + 陽32.87,3樓/5樓,3房2廳2衛,有裝潢房間皆有窗近公園有 609 人也在關注這間👀,2988萬,"2,988",2988萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/38547X?breadcrumb=list,忠孝敦化捷運高樓美妝四房,台北市大安區忠孝東路四段,華廈,46.4年,建坪 43.6,主 + 陽37.1,7樓/7樓,6房4廳4衛1室(含加蓋2房2廳2衛),有裝潢有景觀具垃圾處理有 465 人也在關注這間👀,5588萬,"5,588",5588萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/75598K?breadcrumb=list,近捷運大巨蛋大空間金店忠孝雅苑,台北市大安區光復南路,店面,40.3年,建坪 91.43,主建物0,-1樓/6樓,2房1廳1衛4室(含加蓋1房1廳1衛3室),警衛管理具垃圾處理近公園有 114 人也在關注這間👀,7998萬,"7,998",7998萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/3611PH?breadcrumb=list,附中大安站面公園四面採光大安路一段230...,台北市大安區大安路一段,華廈,40.3年,建坪 42.26,主 + 陽38.92,6樓/7樓,4房2廳2衛1室,有裝潢有景觀有陽台有 391 人也在關注這間👀,6500萬,"6,500",6500萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/9160UX?breadcrumb=list,富都新紳景觀三房坡平車位,台北市萬華區桂林路,大樓,9.7年,建坪 92.25,主 + 陽54.23,19樓/21樓,3房2廳3衛3室,有裝潢有景觀有陽台有 120 人也在關注這間👀,7680萬,"7,680",7680萬,坡道平面車位,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/9756BD?breadcrumb=list,店長推薦＊邊間綠景大空間,台北市北投區中央北路二段,公寓,48.3年,建坪 23.63,主 + 陽23.63,5樓/5樓,2房3廳2衛(含加蓋1廳1衛),有裝潢有景觀有陽台有 341 人也在關注這間👀,1500萬,"1,500",1500萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/6188DR?breadcrumb=list,城閱面樹海美景兩房,台北市萬華區西藏路,大樓,0.5年,建坪 32.81,主 + 陽19.95,2樓/14樓,2房2廳1.5衛,房間皆有窗警衛管理健身房有 151 人也在關注這間👀,2888萬,"2,888",2888萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/3165HT?breadcrumb=list,永春崗頂加方正美寓,台北市信義區松山路,公寓,49.0年,建坪 29.11,主 + 陽17.65,4樓/4樓,4房3廳2衛(含加蓋2房1廳1衛),有裝潢有景觀廁所開窗有 569 人也在關注這間👀,1468萬,"1,468",1468萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/0680RC?breadcrumb=list,士林捷運電梯珠寶盒,台北市士林區後街,華廈,29.9年,建坪 22.36,主 + 陽14.21,2樓/7樓,1房2廳1衛,有裝潢有陽台廁所開窗有 248 人也在關注這間👀,2050萬,"2,050",2050萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/9288NT?breadcrumb=list,富邦藝樹１０１景觀名邸,台北市大安區敦化南路一段,大樓,0.9年,建坪 107.73,主 + 陽55.7,14樓/20樓,3房2廳3衛,前後陽台有陽台廁所開窗有 297 人也在關注這間👀,20080萬,"20,080",20080萬,兩個以上車位,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/5629AX?breadcrumb=list,大安名人巷屋齡新３房,台北市大安區大安路一段,華廈,2.3年,建坪 45.13,主 + 陽28.74,4樓/9樓,3房2廳2衛,有裝潢前後陽台有陽台有 240 人也在關注這間👀,7228萬,"7,228",7228萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/4213TQ?breadcrumb=list,近捷運低總價三房,台北市中山區北安路,公寓,52.9年,建坪 20.72,主 + 陽20.73,4樓/4樓,3房2廳1衛,有裝潢前後陽台有陽台有 845 人也在關注這間👀,1698萬,"1,698",1698萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/1905TK?breadcrumb=list,中山美源經典３房,台北市中山區中山北路三段,大樓/辦公,43.5年,建坪 37.43,主建物29.22,2樓/12樓,3房2廳2衛1室,有裝潢有陽台警衛管理有 351 人也在關注這間👀,3080萬,"3,080",3080萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/5097AP?breadcrumb=list,近內湖站電梯精緻四房大戶,台北市內湖區內湖路二段,大樓,35.9年,建坪 43.91,主 + 陽41.96,4樓/11樓,4房2廳2衛,有裝潢有陽台具垃圾處理有 2483 人也在關注這間👀,3988萬,"3,988",3988萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/7624HS?breadcrumb=list,台北市邊間免爬高三樓,台北市萬華區西園路二段,辦公,51.2年,建坪 16.53,主建物16.53,3樓/4樓,1房2廳1衛,有裝潢有陽台房間皆有窗有 293 人也在關注這間👀,1258萬,"1,258",1258萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/6437MF?breadcrumb=list,士北科生活圈三房美寓,台北市士林區葫蘆街,公寓,52.1年,建坪 30.77,主 + 陽30.78,4樓/4樓,3房2廳1衛,有裝潢前後陽台有陽台有 1440 人也在關注這間👀,1488萬,"1,488",1488萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/7026JL?breadcrumb=list,未來廈安站方正美寓,台北市萬華區中華路二段,公寓,44.3年,建坪 23.4,主 + 陽23.4,3樓/5樓,2房2廳1衛,有裝潢有陽台廁所開窗有 1025 人也在關注這間👀,1560萬,"1,560",1560萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/1179PK?breadcrumb=list,稀有五期美樹邊間三房車位堤頂美樹,台北市內湖區新豐街,華廈,16.3年,建坪 52.78,主 + 陽30.35,2樓/8樓,3房2廳2衛,有裝潢有景觀有陽台有 792 人也在關注這間👀,4380萬,"4,380",4380萬,坡道機械車位,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/4115BK?breadcrumb=list,靜巷黃金二樓邊間大三房,台北市松山區民族東路,公寓,53.7年,建坪 46.05,主 + 陽40.8,2樓/4樓,3房2廳2衛,有裝潢前後陽台有陽台有 337 人也在關注這間👀,2888萬,"2,888",2888萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/3913VD?breadcrumb=list,帝寶後巷低總價地下室,台北市大安區建國南路一段,辦公/倉庫,47.5年,建坪 24.77,主建物0,-1樓/6樓,1廳1衛,有裝潢近公園近市場有 440 人也在關注這間👀,940萬,940,940萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/6236WX?breadcrumb=list,★店長推薦★重陽美三房,台北市南港區重陽路,公寓,41.0年,建坪 21.64,主 + 陽21.64,3樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 425 人也在關注這間👀,1998萬,"1,998",1998萬,,,,,,
2025_11_21 18_02_44,28,https://www.sinyi.com.tw//buy/house/52867Z?breadcrumb=list,大安自在靜巷豪邸敦南自在,台北市大安區大安路二段,華廈,14.0年,建坪 70.18,主 + 陽43.02,4樓/7樓,3房2廳2衛,有裝潢有景觀前後陽台有 1239 人也在關注這間👀,10500萬,"10,500",10500萬,一樓平面車位,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/72048Y?breadcrumb=list,東區熱點｜寶格傳家金店面住安大廈,台北市大安區忠孝東路四段,店面,47.9年,建坪 17.26,主建物6.88,1樓/12樓,1廳1衛,有裝潢警衛管理具垃圾處理有 67 人也在關注這間👀,11950萬,"11,950",11950萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/1832UV?breadcrumb=list,【ＶＲ】靜巷成家二樓雅寓,台北市文山區福興路,公寓,42.2年,建坪 21.79,主 + 陽20.43,2樓/5樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 148 人也在關注這間👀,1500萬,"1,500",1500萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/5812SL?breadcrumb=list,公教住宅電梯美三房車位公教住宅,台北市士林區基河路,大樓,30.3年,建坪 53.2,主 + 陽30.13,2樓/12樓,3房2廳2衛2室,有裝潢有陽台廁所開窗有 455 人也在關注這間👀,3980萬,"3,980",3980萬,坡道平面車位,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/9253LW?breadcrumb=list,【雙星】高樓商業單層單戶,台北市萬華區西寧南路,辦公/大樓,35.2年,建坪 77.76,主 + 陽70.98,11樓/13樓,9房1廳10衛,有裝潢有景觀警衛管理有 246 人也在關注這間👀,6300萬,"6,300",6300萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/0656DU?breadcrumb=list,大古亭電梯管理精裝３＋１大都市大廈,台北市中正區和平西路一段,大樓,44.0年,建坪 34.3,主 + 陽30.86,2樓/12樓,3房2廳2衛1室,有裝潢有景觀有陽台有 1080 人也在關注這間👀,2998萬,"2,998",2998萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/4042XN?breadcrumb=list,近中山捷運站低總價套房,台北市大同區寧夏路,華廈,29.4年,建坪 5.42,主建物3.37,5樓/9樓,1房1衛,房間皆有窗近公園近市場有 1734 人也在關注這間👀,450萬,450,450萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/3037MM?breadcrumb=list,台北新貴★１０１景觀３房台北新貴,台北市文山區一壽街,華廈,32.4年,建坪 36.73,主 + 陽25.99,6樓/7樓,3房2廳2衛1室(含加蓋1室),有裝潢有景觀有陽台有 1548 人也在關注這間👀,2398萬,"2,398",2398萬,坡道平面車位,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/5016QZ?breadcrumb=list,士紙開發案潛力三樓,台北市士林區中正路,公寓,53.3年,建坪 25.54,主 + 陽25.54,3樓/4樓,2房2廳1.5衛,有裝潢有陽台廁所開窗有 278 人也在關注這間👀,2180萬,"2,180",2180萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/3386BX?breadcrumb=list,通東三樓必看好案,台北市士林區通河東街一段,公寓,45.9年,建坪 37.83,主 + 陽36.88,3樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 550 人也在關注這間👀,2395萬,"2,395",2395萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/8288XF?breadcrumb=list,美美行政頂加大空間,台北市內湖區民權東路六段,公寓,45.0年,建坪 37.42,主 + 陽31.49,5樓/5樓,4房3廳3衛(含加蓋1房1廳1衛),有裝潢有陽台房間皆有窗有 279 人也在關注這間👀,2180萬,"2,180",2180萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/7967NX?breadcrumb=list,公館捷運台大景觀套房國花大樓,台北市大安區羅斯福路三段,大樓,45.1年,建坪 9.31,主 + 陽6.81,10樓/11樓,1房1衛,有裝潢有景觀有陽台有 158 人也在關注這間👀,1500萬,"1,500",1500萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/7689CH?breadcrumb=list,正金湖路上邊間２樓,台北市內湖區金湖路,公寓,43.9年,建坪 32.01,主 + 陽28.83,2樓/5樓,2房2廳1衛,有裝潢房間皆有窗近公園有 72 人也在關注這間👀,2380萬,"2,380",2380萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/9451BQ?breadcrumb=list,公園大院－森活館高樓,台北市北投區中和街,大樓,1.3年,建坪 35.35,主 + 陽22.33,12樓/14樓,3房2廳2衛,有景觀前後陽台有陽台有 936 人也在關注這間👀,3188萬,"3,188",3188萬,塔式車位,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/7713WC?breadcrumb=list,大使特區雙併美四房,台北市士林區中山北路六段,華廈,41.4年,建坪 40.71,主 + 陽38.86,5樓/7樓,4房2廳2衛,有裝潢有陽台廁所開窗有 1224 人也在關注這間👀,3218萬,"3,218",3218萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/7070XM?breadcrumb=list,小興的委託北士科Ａ級商辦宏普世貿,台北市士林區德行西路,辦公/廠房/大樓,6.9年,建坪 195.89,主 + 陽105.43,4樓/15樓,3廳5室,有裝潢有景觀前後陽台有 117 人也在關注這間👀,17888萬,"17,888",17888萬,兩個以上車位,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/1391MU?breadcrumb=list,【小資首選】邊間採光套房,台北市中山區林森北路,華廈,43.0年,建坪 11.36,主 + 陽9.06,7樓/8樓,1房1廳1衛,有裝潢有景觀廁所開窗有 1243 人也在關注這間👀,880萬,880,880萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/9189RD?breadcrumb=list,天母磺溪歐式花園庭院一樓,台北市士林區天母北路,公寓,52.2年,建坪 35.74,主建物35.74,1樓/4樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 693 人也在關注這間👀,4000萬,"4,000",4000萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/8759PL?breadcrumb=list,廣慈福德靜巷一樓低總美寓,台北市南港區福德街,公寓,48.5年,建坪 13.92,主建物12.41,1樓/4樓,2房2廳2衛1室(含加蓋1房1廳2衛1室),有裝潢近公園近市場有 835 人也在關注這間👀,1256萬,"1,256",1256萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/9325DH?breadcrumb=list,北投三樓陽光公寓宅,台北市北投區中和街,公寓,47.2年,建坪 23.23,主 + 陽22.26,3樓/4樓,3房2廳1衛,有裝潢前後陽台有陽台有 2956 人也在關注這間👀,1168萬,"1,168",1168萬,,,,,,
2025_11_21 18_02_55,29,https://www.sinyi.com.tw//buy/house/2623VF?breadcrumb=list,大永康涵仰新生豪邸涵仰,台北市大安區永康街,華廈,18.2年,建坪 84.76,主 + 陽44.77,4樓/7樓,3房2廳2衛1室,有裝潢前後陽台有陽台有 609 人也在關注這間👀,11377萬,"11,377",11377萬,兩個以上車位,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/0989JP?breadcrumb=list,近公園電梯典雅美居,台北市信義區吳興街,華廈,36.4年,建坪 15.58,主 + 陽9.71,3樓/6樓,1房1廳1衛,有裝潢房間皆有窗近公園有 2588 人也在關注這間👀,1398萬,"1,398",1398萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/6211LT?breadcrumb=list,北醫雙併新廈有車位,台北市信義區吳興街,華廈,8.4年,建坪 25.89,主 + 陽15.08,5樓/5樓,1房2廳1衛,有裝潢有景觀前後陽台有 472 人也在關注這間👀,2485萬,"2,485",2485萬,塔式車位,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/4700TU?breadcrumb=list,大忠孝復興朝南電梯三房正義國宅甲區第5...,台北市大安區忠孝東路三段,大樓,38.6年,建坪 27.08,主 + 陽19.52,6樓/14樓,3房2廳1衛,有裝潢廁所開窗房間皆有窗有 374 人也在關注這間👀,2888萬,"2,888",2888萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/2789QH?breadcrumb=list,四季藝術陽光美邸,台北市信義區忠孝東路五段,華廈,18.0年,建坪 58.06,主 + 陽26.29,3樓/9樓,1房2廳2衛1室,有裝潢有景觀廁所開窗有 624 人也在關注這間👀,7088萬,"7,088",7088萬,兩個以上車位,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/1335NX?breadcrumb=list,安和綠景★附車位,台北市大安區安和路二段,華廈,38.0年,建坪 43.67,主 + 陽32.05,3樓/5樓,3房2廳2衛,前後陽台有陽台廁所開窗有 1151 人也在關注這間👀,4360萬,"4,360",4360萬,坡道平面車位,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/4254HX?breadcrumb=list,復北二樓角窗辦住復興北路313巷...,台北市松山區復興北路,華廈/辦公,41.9年,建坪 37.2,主 + 陽35.79,2樓/7樓,1廳1衛4室,有裝潢廁所開窗具垃圾處理有 71 人也在關注這間👀,4390萬,"4,390",4390萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/9674DW?breadcrumb=list,木柵低總價三房成家首選,台北市文山區興隆路四段,公寓,47.8年,建坪 22.42,主 + 陽22.42,4樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 1455 人也在關注這間👀,1135萬,"1,135",1135萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/7714WF?breadcrumb=list,優質主推博愛學區國泰公寓,台北市信義區虎林街,公寓,56.1年,建坪 25.89,主 + 陽25.89,4樓/4樓,3房2廳1衛,有裝潢有景觀前後陽台有 802 人也在關注這間👀,2288萬,"2,288",2288萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/6222MP?breadcrumb=list,ＩＣＯＭＥ次高樓居高臨下I-COME,台北市內湖區南京東路六段,大樓,17.6年,建坪 24.07,主 + 陽16.94,11樓/12樓,2房2廳1衛1室(含加蓋1室),有裝潢有景觀前後陽台有 263 人也在關注這間👀,2136萬,"2,136",2136萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/9366YY?breadcrumb=list,機能便利入主北市美寓,台北市萬華區萬大路,公寓,54.0年,建坪 23.08,主建物23.08,4樓/4樓,2房2廳1衛1室(含加蓋1室),有裝潢有陽台廁所開窗有 98 人也在關注這間👀,1368萬,"1,368",1368萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/8127XJ?breadcrumb=list,行天宮捷運大空間,台北市中山區民生東路二段,公寓,50.2年,建坪 26.72,主 + 陽26.72,4樓/4樓,4房3廳3衛(含加蓋1房1廳1衛),有裝潢有景觀有陽台有 779 人也在關注這間👀,2238萬,"2,238",2238萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/5015AL?breadcrumb=list,大直⭐公園名邸⭐珍稀釋出達麗花園,台北市中山區明水路,華廈,21.5年,建坪 98.34,主 + 陽51.57,2樓/9樓,4房2廳3衛1室,有裝潢前後陽台有陽台有 590 人也在關注這間👀,11588萬,"11,588",11588萬,兩個以上車位,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/5990PX?breadcrumb=list,近公園機能棒㊣文德三房,台北市內湖區文德路,公寓,42.7年,建坪 33.68,主 + 陽30.07,5樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 126 人也在關注這間👀,2199萬,"2,199",2199萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/4973KR?breadcrumb=list,來看！！捷運松江３房美宅,台北市中山區長安東路二段,華廈,47.5年,建坪 36.38,主 + 陽36.38,6樓/7樓,3房2廳2衛,有裝潢房間皆有窗近公園有 1243 人也在關注這間👀,2880萬,"2,880",2880萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/4251QP?breadcrumb=list,稀有近校區捷運大直公寓,台北市中山區北安路,公寓,39.0年,建坪 41.32,主 + 陽34.85,5樓/5樓,8房1廳4衛(含加蓋3房1廳2衛),有裝潢有景觀前後陽台有 259 人也在關注這間👀,2750萬,"2,750",2750萬,,,,,,
2025_11_21 18_03_08,30,https://www.sinyi.com.tw//buy/house/7016LK?breadcrumb=list,✿正馬路公寓２樓✿,台北市士林區永平街,公寓,45.3年,建坪 25.14,主 + 陽25.15,2樓/5樓,2房2廳1衛,有裝潢有陽台廁所開窗有 1242 人也在關注這間👀,1488萬,"1,488",1488萬,,,,,,
