鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路３９８號十八樓之１,36.43,1140215,土地1建物1車位2,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931112,382.85,3,2,3,有,有,42500000,116764,坡道平面,49.7,3600000
鼓山區,房地(土地+建物),高雄市鼓山區龍德路２７９號十一樓,12.07,1140218,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940602,123.6,3,2,2,有,有,12880000,104207,,0,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多四路１０６之７號二樓之５,6.32,1140208,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1121109,103.23,2,2,2,有,有,11200000,108496,坡道機械,8.4,0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路１９０號十二樓之２,9.27,1140225,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971024,110.02,2,2,1,有,有,8320000,75623,坡道機械,19.04,0
前鎮區,房地(土地+建物),高雄市前鎮區和誠街１０號,61,1140212,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,881217,108.97,5,2,3,有,無,12850000,117922,,0,0
三民區,房地(土地+建物),高雄市三民區昌裕街２巷１９弄４號,54.9,1140218,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,770506,106.11,7,2,4,有,無,12000000,113090,,0,0
三民區,房地(土地+建物),高雄市三民區愛國路６１巷３１號,69.64,1140226,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,681006,125.97,5,2,3,有,無,10600000,84147,,0,0
三民區,房地(土地+建物),高雄市三民區建工路８１４巷１號六樓之２５,8.51,1140213,土地2建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830215,36.24,1,1,1,有,有,2080000,57395,,0,0
三民區,房地(土地+建物),高雄市三民區九如二路６７４號,76,1140204,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,640517,347.72,6,3,5,有,無,21000000,60393,,0,0
三民區,房地(土地+建物),高雄市三民區河堤路５００之８號十四樓,8.29,1140221,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870122,86.08,2,2,1,有,有,7630000,88638,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區土庫三路２３８號四樓之２,19.07,1140215,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711109,58.53,2,2,1,有,無,3680000,62874,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學十九街１３６號四樓,14.36,1140215,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130910,90.91,2,2,1,有,有,8850000,97349,坡道機械,8.34,0
左營區,房地(土地+建物)+車位,高雄市左營區民族一路９８３號三樓,11.22,1140226,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,880323,120.85,3,2,2,有,有,8400000,69508,坡道機械,10.4,0
楠梓區,房地(土地+建物),高雄市楠梓區智昌街５８２巷１６號,62,1140222,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,721230,93.01,4,2,2,有,無,7600000,81712,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區高雄大學路２８０號六樓,9.74,1140201,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100513,81.93,2,1,2,有,有,4800000,58587,,0,0
左營區,房地(土地+建物),高雄市左營區富國路３５３巷１１號４樓之１,17.49,1140202,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840116,100.63,3,2,2,有,有,9250000,91921,,0,0
左營區,房地(土地+建物),高雄市左營區翠華路６０１巷９６號十四樓,25,1140228,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,890217,156.46,3,2,2,有,有,8700000,55605,,0,0
燕巢區,房地(土地+建物),高雄市燕巢區中西路１６之５號,76.27,1140203,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,870227,169.5,3,2,3,有,無,15460000,91209,,0,0
岡山區,房地(土地+建物),高雄市岡山區忠誠街８０號,69,1140220,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,770919,163.53,5,2,3,有,無,11360000,69467,,0,0
鳥松區,房地(土地+建物),高雄市鳥松區球場路１６５號,190,1140220,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土,1080925,368.83,6,2,6,有,無,39000000,105740,,0,0
大寮區,房地(土地+建物),高雄市大寮區上寮路７０之７號,113.56,1140222,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1100406,202.11,5,2,5,有,無,15000000,74217,,0,0
前金區,房地(土地+建物),高雄市前金區自強一路４９巷１０號,56,1140209,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,500724,90,4,2,3,有,無,6500000,72222,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區重慶街２２３巷２４號六樓之１,20.37,1140209,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820830,119.69,2,1,1,有,有,6700000,55978,坡道平面,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路６３９號十三樓,20.07,1140223,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000524,163.57,3,2,2,有,有,15880000,97084,坡道平面,20.04,0
鼓山區,房地(土地+建物),高雄市鼓山區鼓山二路１８２巷３７弄６號,73.3,1140206,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,920417,203.24,4,3,4,有,無,20000000,98406,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路２９號四樓,16.46,1140228,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130514,182.02,4,2,2,有,有,25500000,153102,坡道平面,33.1,2700000
前金區,房地(土地+建物)+車位,高雄市前金區六合二路１０６號二十一樓之１,6.62,1140215,土地1建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100702,128.4,2,2,2,有,有,15000000,116822,坡道平面,28.79,0
前金區,房地(土地+建物),高雄市前金區河東路１４８號五樓,3.4,1140207,土地1建物1車位0,五層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土、鋼筋混凝土、鋼骨造,1130716,73.29,2,2,1,有,有,8300000,113249,,0,0
鹽埕區,房地(土地+建物),高雄市鹽埕區七賢三路５７之３號７樓之４,0.63,1140218,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,721209,40.01,2,0,2,有,有,1800000,44989,,0,0
新興區,房地(土地+建物),高雄市新興區七賢一路４８０號４樓之１０,14.4,1140215,土地2建物2車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701204,117.23,1,3,1,有,有,4700000,40092,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區自強三路５３巷６５號５樓之１,11.93,1140216,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780603,115.7,3,2,2,有,有,8560000,73984,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區林森二路９７巷６號,70,1140220,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,500115,74.76,3,2,2,有,無,8500000,113697,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區福安路４３５號,62,1140223,土地1建物1車位0,全,三層,透天厝,,加強磚造,611125,131.05,0,0,0,無,無,13500000,103014,,0,0
新興區,房地(土地+建物),高雄市新興區五福二路１３９號,39,1140213,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,710407,174.94,6,3,5,有,無,15000000,85744,,0,0
小港區,房地(土地+建物),高雄市小港區秀峰街１巷２２弄１７號,74,1140207,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,690717,163.54,4,2,3,有,無,8480000,51853,,0,0
小港區,房地(土地+建物)+車位,高雄市小港區店北路２３之６號,30.18,1140225,土地1建物1車位1,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,851004,173.24,4,2,2,有,有,9550000,55126,坡道平面,0,0
三民區,房地(土地+建物)+車位,高雄市三民區興隆街８０之１號十二樓,9.66,1140208,土地1建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890412,137.38,3,2,2,有,有,11200000,81526,坡道平面,24.6,0
三民區,房地(土地+建物),高雄市三民區鼎強街２３１號七樓之６,6.93,1140218,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,790613,43.63,1,1,1,有,有,3200000,73344,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路１５０之５號十三樓,18.11,1140210,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880908,128.28,3,2,2,有,有,10380000,84059,坡道平面,23.83,1600000
三民區,房地(土地+建物)+車位,高雄市三民區河堤路４８２之１號九樓,16.94,1140201,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870122,174.02,4,2,2,有,有,16300000,93667,坡道平面,16.34,0
左營區,房地(土地+建物),高雄市左營區曾子路９５巷１弄７號,72,1140211,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,690701,97.6,3,2,2,有,無,7000000,71721,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區清平街６０號七樓,19.42,1140221,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840627,133.86,3,1,2,有,有,8600000,64246,升降平面,0,0
左營區,房地(土地+建物)+車位,高雄市左營區重文街３３號五樓,15.11,1140218,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1080430,105.43,2,1,1,有,有,11000000,104335,坡道機械,22.5,0
左營區,房地(土地+建物)+車位,高雄市左營區重建路５８號十一樓之１,11.54,1140216,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931129,117.5,3,1,2,有,有,11700000,99574,坡道機械,7.1,0
楠梓區,房地(土地+建物),高雄市楠梓區大學二十六街４３５號六樓之５,8.99,1140214,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1041002,80.38,2,2,2,有,有,7030000,87460,,0,0
梓官區,房地(土地+建物),高雄市梓官區中正五街１４號,79,1140217,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,830702,186.32,5,1,3,有,無,10500000,56355,,0,0
岡山區,房地(土地+建物)+車位,高雄市岡山區柳橋東路７號十樓,36.63,1140220,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950512,185.6,3,2,2,有,有,7750000,41756,坡道平面,0,0
鳳山區,房地(土地+建物),高雄市鳳山區杭州西街１１４號七樓,8.22,1140217,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840426,71.67,2,2,1,有,有,3500000,48835,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區經武路１５３號四樓之５,15,1140214,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130219,80.04,2,2,2,有,有,9420000,117691,,0,0
旗山區,房地(土地+建物),高雄市旗山區花旗二路３９７巷３３號,114.14,1140223,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,831216,164.61,4,2,4,有,無,3440000,20898,,0,0
仁武區,房地(土地+建物),高雄市仁武區文學路二段２８５號,81.53,1140209,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,951003,197.58,4,2,4,有,無,15300000,77437,,0,0
仁武區,房地(土地+建物),高雄市仁武區九湖一街１０５巷３１弄７號,93.16,1140213,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土,1120807,263.42,5,2,6,有,有,28300000,107433,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區後昌路１３３號二樓,389,1140225,土地2建物4車位0,二層,二層,公寓(5樓含以下無電梯),商業用,見使用執照,870430,488.05,8,0,10,有,無,23400000,47946,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區正德路１５６號,57,1140203,土地1建物1車位0,全,二層,透天厝,,加強磚造,580411,107.6,4,2,3,有,無,8350000,77602,,0,0
旗津區,房地(土地+建物),高雄市旗津區旗津三路９００巷５弄８號三樓,53.97,1140226,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,800502,133.49,4,2,2,有,無,4100000,30714,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路９６號四樓,10.71,1140211,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950126,119.14,3,2,2,有,有,12500000,104919,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路７０號八樓之１,21.83,1140222,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931206,156.11,3,2,2,有,有,16800000,107616,坡道平面,19.67,0
苓雅區,房地(土地+建物),高雄市苓雅區成功一路２１０之２號９樓,15.06,1140213,土地1建物1車位0,九層，電梯樓梯間,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790313,145.17,4,2,2,有,有,8000000,55112,,0,0
新興區,房地(土地+建物)+車位,高雄市新興區南台路３６號十五樓之５,5.68,1140223,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1121121,83.95,1,2,1,有,有,10880000,129594,塔式車位,11.57,1500000
新興區,房地(土地+建物)+車位,高雄市新興區南台路３６號九樓之５,7.37,1140223,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1121121,105.48,2,2,2,有,有,12000000,111809,塔式車位,11.57,1500000
前鎮區,房地(土地+建物),高雄市前鎮區賢明路５２巷１２號,66.98,1140223,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,750311,123.75,6,2,4,有,無,10300000,83232,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路２６９號,46,1140228,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,600825,79.31,3,1,4,有,無,28500000,359349,,0,0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區隆昌街６７號六樓,16.25,1140216,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130805,117.39,3,2,2,有,有,13820000,119205,升降機械,12.78,1350000
前鎮區,房地(土地+建物),高雄市前鎮區一心二路２０１號十五樓,4.3,1140215,土地1建物1車位0,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130902,86.06,2,1,1,有,有,11600000,134790,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區一心二路２０１號七樓,4.3,1140226,土地1建物1車位0,七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130902,86.06,2,1,1,有,有,11080000,128747,,0,0
小港區,房地(土地+建物),高雄市小港區興業街５號,1206,1140210,土地1建物2車位0,全,一層,透天厝,工業用,見使用執照,761021,728.74,6,2,3,有,無,76611150,105128,,0,0
小港區,房地(土地+建物),高雄市小港區崇明街１４３號,16,1140219,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,690417,45.72,3,1,1,有,無,3310000,72397,,0,0
三民區,房地(土地+建物),高雄市三民區臥龍路１９號,118.57,1140227,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土,1130502,394.01,4,2,6,有,無,38000000,96444,,0,0
三民區,房地(土地+建物),高雄市三民區大昌二路２６８號十三樓之１１,3.69,1140212,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880731,45.64,1,0,1,有,有,3000000,65732,,0,0
三民區,房地(土地+建物),高雄市三民區長明街１３９號,54.59,1140222,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,540920,75.02,3,2,2,有,無,12580000,167689,,0,0
