抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/2603AD?breadcrumb=list,㊣近親親戲院㊣高樓大四房,台中市北區進化路,大樓,34.5年,建坪 52.73,主 + 陽44.03,12樓/16樓,4房2廳2衛,有景觀前後陽台有陽台有 39 人也在關注這間👀,"1,470萬","1,380","1,470萬1,380萬",,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/5222DL?breadcrumb=list,前後陽台，採光電梯大三房,台中市北區育強街,華廈,43.1年,建坪 52.31,主 + 陽39.6,7樓/7樓,3房2廳2衛1室,有裝潢前後陽台有陽台有 344 人也在關注這間👀,"1,258萬","1,035","1,258萬1,035萬",,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/8932QX?breadcrumb=list,北屯雙鐵共構旁美三房平車盛築松築,台中市北屯區北屯路,大樓,6.0年,建坪 46.65,主 + 陽24.85,7樓/11樓,3房2廳2衛,有裝潢有景觀前後陽台有 1116 人也在關注這間👀,"1,988萬","1,898","1,988萬1,898萬",坡道平面車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/4400XB?breadcrumb=list,獨家！富宇峰景三房雙平車富宇峰景,台中市北屯區敦富路,大樓,2.2年,建坪 51.41,主 + 陽22.14,14樓/19樓,3房2廳2衛,有裝潢有景觀前後陽台有 574 人也在關注這間👀,"2,250萬","2,000","2,250萬2,000萬",兩個以上車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/1812WL?breadcrumb=list,總太明日高樓河景三房總太明日,台中市北屯區太原路三段,大樓,9.9年,建坪 43.18,主 + 陽24.26,13樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 264 人也在關注這間👀,"1,667萬","1,480","1,667萬1,480萬",坡道平面車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/5332ST?breadcrumb=list,正北區低總價大套房,台中市北區東光東街,套房/大樓,31.0年,建坪 8.91,主建物6.21,13樓/16樓,1房1廳1衛,有裝潢警衛管理具垃圾處理有 700 人也在關注這間👀,298萬,248,298萬248萬,,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/7330KS?breadcrumb=list,俗！豐樂公園捷運兩房平車親家ONECIT...,台中市南屯區文心南三路,大樓,5.2年,建坪 37.47,主 + 陽16.98,12樓/19樓,2房2廳2衛,有裝潢有景觀有陽台有 524 人也在關注這間👀,"1,900萬","1,798","1,900萬1,798萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/2087WB?breadcrumb=list,逢甲美視野小資住辦名流廣場,台中市西屯區西屯路二段,大樓/辦公,31.4年,建坪 28.91,主 + 陽19.78,12樓/16樓,1房1廳1衛,有裝潢有景觀有陽台有 274 人也在關注這間👀,868萬,768,868萬768萬,,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/9316BY?breadcrumb=list,夯！福上新城四房平車福上新城,台中市西屯區福上巷,大樓,18.7年,建坪 63.47,主 + 陽38.08,8樓/14樓,4房2廳2衛,前後陽台有陽台廁所開窗有 262 人也在關注這間👀,"2,250萬","1,950","2,250萬1,950萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/39806L?breadcrumb=list,近捷運㊣高樓大坪數視野戶城市桂冠,台中市北區文心路四段,大樓,30.0年,建坪 92.45,主 + 陽53,19樓/21樓,3房2廳3衛,有裝潢有景觀前後陽台有 103 人也在關注這間👀,"2,680萬","2,388","2,680萬2,388萬",坡道機械車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/9413WH?breadcrumb=list,達麗居山邊間稀有樹梢戶達麗居山,台中市北屯區敦富路,大樓,3.9年,建坪 41.56,主 + 陽22.88,3樓/15樓,2房2廳2衛,有裝潢有景觀前後陽台有 120 人也在關注這間👀,"1,868萬","1,868","1,868萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/5198PW?breadcrumb=list,小春日和高樓精裝視野戶小春日和,台中市北屯區景賢南二路,大樓,6.2年,建坪 51.94,主 + 陽27.58,13樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 258 人也在關注這間👀,"2,150萬","1,988","2,150萬1,988萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/3955GR?breadcrumb=list,喬立月河朝南東海視野喬立月河,台中市西屯區臺灣大道四段,大樓,16.6年,建坪 86.07,主 + 陽48.6,14樓/26樓,4房2廳2衛,有裝潢有景觀前後陽台有 204 人也在關注這間👀,"3,888萬","3,888","3,888萬",兩個以上車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/2842MU?breadcrumb=list,松強國小學區３房免千萬大地華城-文華樓,台中市北屯區松義街,大樓,33.2年,建坪 32.31,主 + 陽27.17,2樓/11樓,3房2廳2衛,前後陽台有陽台警衛管理有 60 人也在關注這間👀,998萬,998,998萬,,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/9754GL?breadcrumb=list,正１１期大毅建設三房平車大毅55ways,台中市北屯區山西路三段,大樓,5.0年,建坪 50.33,主 + 陽25.97,7樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 320 人也在關注這間👀,"2,680萬","2,680","2,680萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/8766QM?breadcrumb=list,彩虹城兩房車位視野戶勝美彩虹城一期,台中市南屯區忠勇路,大樓,13.2年,建坪 32.46,主 + 陽19.1,8樓/14樓,2房2廳1衛,有裝潢有景觀前後陽台有 155 人也在關注這間👀,"1,298萬","1,298","1,298萬",坡道機械車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/9691FZ?breadcrumb=list,東區首購首選兩房森林公園1號,台中市東區一心街,華廈,12.8年,建坪 25.74,主 + 陽15.5,6樓/10樓,2房2廳1衛,有裝潢警衛管理具垃圾處理有 85 人也在關注這間👀,"1,000萬","1,000","1,000萬",坡道機械車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/0359MB?breadcrumb=list,知己人家這間很值得買！知己人家,台中市北屯區庄美街,大樓,9.5年,建坪 59.55,主 + 陽26.7,11樓/12樓,3房2廳2衛,有景觀前後陽台有陽台有 1727 人也在關注這間👀,"2,680萬","2,398","2,680萬2,398萬",兩個以上車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/6622LN?breadcrumb=list,降價近中國醫惠宇三房平車惠宇富山居,台中市北屯區軍福七路,大樓,10.6年,建坪 54.5,主 + 陽29.9,4樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 153 人也在關注這間👀,"2,480萬","2,280","2,480萬2,280萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/9986JT?breadcrumb=list,水岸之星視野三房平車水岸之星,台中市太平區新興二街,大樓,11.9年,建坪 48.53,主 + 陽25.49,14樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 253 人也在關注這間👀,"1,658萬","1,488","1,658萬1,488萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/4956CX?breadcrumb=list,降價必看❗新月灣質感三房新月灣,台中市南區文心南路,大樓,14.8年,建坪 47.54,主 + 陽26.84,6樓/15樓,3房2廳2衛,有裝潢有陽台廁所開窗有 181 人也在關注這間👀,"2,220萬","1,998","2,220萬1,998萬",坡道機械車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/6801FX?breadcrumb=list,低總價有整理美三房,台中市大里區光明路,公寓,33.5年,建坪 25.51,主 + 陽22.41,5樓/5樓,3房2廳2衛,有裝潢有景觀前後陽台有 964 人也在關注這間👀,588萬,530,588萬530萬,,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/6697PZ?breadcrumb=list,佳福青樂山景視野三房車位佳福青樂,台中市北屯區軍福十五路,大樓,7.2年,建坪 44.44,主 + 陽24.94,15樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 156 人也在關注這間👀,"1,958萬","1,743","1,958萬1,743萬",坡道機械車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/1553JG?breadcrumb=list,精銳軟園次頂樓２房平車精銳軟園1號-B...,台中市大里區公園街,大樓,5.9年,建坪 39.46,主 + 陽18.24,10樓/11樓,2房2廳1衛,有裝潢有景觀有陽台有 56 人也在關注這間👀,"1,558萬","1,388","1,558萬1,388萬",坡道平面車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/5879ZJ?breadcrumb=list,松竹領航稀有大兩房車位松竹領航-竹月館,台中市北屯區敦富一街,大樓,3.5年,建坪 39.32,主 + 陽22.84,2樓/13樓,2房1廳1衛1室,有裝潢前後陽台有陽台有 234 人也在關注這間👀,"1,668萬","1,498","1,668萬1,498萬",坡道機械車位,,
2025_11_24 10_08_40,34,https://www.sinyi.com.tw//buy/house/7304YB?breadcrumb=list,文心經典高樓層朝東四房文心經典,台中市西屯區文心路二段,大樓,28.0年,建坪 57.42,主 + 陽39.41,21樓/21樓,4房2廳2衛,有裝潢有景觀前後陽台有 108 人也在關注這間👀,"2,210萬","1,988","2,210萬1,988萬",,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/4475FJ?breadcrumb=list,烏日富都心四房平車視野佳,台中市烏日區三榮十五路,大樓,12.5年,建坪 54.8,主 + 陽31.9,5樓/12樓,4房2廳2衛,警衛管理具垃圾處理近公園有 106 人也在關注這間👀,"2,280萬","2,280","2,280萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/9898TX?breadcrumb=list,＜降價＞太平視野裝潢三房,台中市太平區東平路,大樓,32.2年,建坪 34.24,主 + 陽27.6,9樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 338 人也在關注這間👀,998萬,899,998萬899萬,,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/1728PZ?breadcrumb=list,【新案】黎明春秋首選這間黎明春秋,台中市南屯區向上路三段,套房/大樓,30.9年,建坪 7.86,主 + 陽5.57,8樓/14樓,1房1廳1衛,有景觀有陽台房間皆有窗有 432 人也在關注這間👀,368萬,328,368萬328萬,,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/4643WB?breadcrumb=list,草悟道商圈健身公寓有視野,台中市西區昇平街,公寓,38.3年,建坪 33.34,主 + 陽33.33,5樓/5樓,4房4廳2衛(含加蓋1房2廳),有裝潢有景觀有陽台有 229 人也在關注這間👀,"1,098萬",899,"1,098萬899萬",,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/8556AA?breadcrumb=list,店長推薦文心雕龍四房平車文心雕龍,台中市西屯區長安路二段,大樓,35.1年,建坪 53,主 + 陽36.71,7樓/12樓,4房2廳2衛1室,有裝潢有景觀前後陽台有 327 人也在關注這間👀,"1,820萬","1,620","1,820萬1,620萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/4166CK?breadcrumb=list,鮮境很行情曉明捷運宅鮮境,台中市北區梅川西路四段,大樓,31.0年,建坪 62.15,主 + 陽44.05,9樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 249 人也在關注這間👀,"1,898萬","1,799","1,898萬1,799萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/1909XQ?breadcrumb=list,摩登歐洲採光三房可租車位摩登歐洲,台中市西屯區至善路,大樓,26.6年,建坪 35.02,主 + 陽26.79,3樓/14樓,3房2廳2衛1室,有裝潢前後陽台有陽台有 129 人也在關注這間👀,"1,498萬","1,398","1,498萬1,398萬",,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/8124ZW?breadcrumb=list,近中山醫捷運三房附車位未來之翼,台中市南區文心南十路,大樓,19.4年,建坪 36.95,主建物24,32樓/32樓,3房2廳2衛,有裝潢有景觀警衛管理有 689 人也在關注這間👀,"1,238萬","1,088","1,238萬1,088萬",坡道機械車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/2496KQ?breadcrumb=list,未來捷運藍線公園旁美套房,台中市北區福龍街,大樓/套房,30.6年,建坪 9.27,主 + 陽6.13,11樓/12樓,1房1廳1衛,有裝潢有景觀有陽台有 445 人也在關注這間👀,398萬,338,398萬338萬,,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/6443US?breadcrumb=list,市政香榭一房平車位視野戶市政香榭,台中市西屯區臺灣大道二段,大樓,19.0年,建坪 22.13,主 + 陽11.36,10樓/14樓,1房1廳1衛,有裝潢有景觀有陽台有 365 人也在關注這間👀,"1,098萬",980,"1,098萬980萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/7963JC?breadcrumb=list,太宇尊爵兩房太宇尊爵,台中市北屯區北屯路,大樓,29.5年,建坪 23.44,主 + 陽18.21,7樓/16樓,2房1廳1衛,有陽台房間皆有窗警衛管理有 57 人也在關注這間👀,888萬,888,888萬,,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/4276SL?breadcrumb=list,頭家學區精裝三房Ｂ１平車佳泰捷郡,台中市潭子區中山路一段,大樓,10.9年,建坪 47.04,主 + 陽28.32,11樓/16樓,3房2廳2衛,有裝潢有景觀前後陽台有 106 人也在關注這間👀,"1,798萬","1,798","1,798萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/9513TK?breadcrumb=list,達麗Ｊ１２奶油風屋主誠售達麗J12,台中市西屯區福星北路,華廈,3.0年,建坪 31.23,主 + 陽13.48,6樓/9樓,2房2廳1衛,有裝潢有景觀有陽台有 138 人也在關注這間👀,"1,628萬","1,628","1,628萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/9002LG?breadcrumb=list,大里親家高樓坡平３房親家愛家/親家愛...,台中市大里區大里路,大樓,5.7年,建坪 52.45,主 + 陽24.93,20樓/24樓,3房2廳2衛,有裝潢有景觀房間皆有窗有 76 人也在關注這間👀,"1,788萬","1,788","1,788萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/4834WT?breadcrumb=list,大降價！１２期兩房輕屋齡昇揚INN12,台中市西屯區黎明路三段,大樓,11.1年,建坪 27.18,主 + 陽16.26,5樓/11樓,2房2廳1衛,有裝潢有景觀有陽台有 1004 人也在關注這間👀,"1,598萬","1,390","1,598萬1,390萬",,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/4419RR?breadcrumb=list,近捷運高樓朝南大四房平車翠西梅諾十九樓區,台中市北屯區梅川西路四段,大樓,31.2年,建坪 65.32,主 + 陽45.05,17樓/19樓,4房2廳2衛,有景觀廁所開窗房間皆有窗有 446 人也在關注這間👀,"2,080萬","1,850","2,080萬1,850萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/20716N?breadcrumb=list,幸福成露台花園層四房平車,台中市梧棲區八德路一段,大樓,0.5年,建坪 52.51,主 + 陽29.95,14樓/28樓,4房2廳2衛,有景觀前後陽台有陽台有 22 人也在關注這間👀,"1,580萬","1,580","1,580萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/2402NS?breadcrumb=list,四月泊樂三房美視野四月泊樂,台中市北屯區景賢路,大樓,4.2年,建坪 40.71,主 + 陽18.17,10樓/12樓,3房2廳1衛,有裝潢有景觀前後陽台有 63 人也在關注這間👀,"1,668萬","1,668","1,668萬",坡道平面車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/0971ZQ?breadcrumb=list,低總價中華國小旁三房車位左右逢源,台中市北區太原一街,大樓,31.4年,建坪 36.25,主 + 陽25.31,3樓/14樓,3房2廳2衛,有陽台房間皆有窗警衛管理有 287 人也在關注這間👀,998萬,998,998萬,坡道機械車位,,
2025_11_24 10_08_54,35,https://www.sinyi.com.tw//buy/house/0838ZK?breadcrumb=list,國聚之界視野採光三房平車國聚之界,台中市北屯區后庄路,大樓,9.6年,建坪 56.07,主 + 陽31.07,8樓/13樓,3房2廳2衛,有景觀前後陽台有陽台有 249 人也在關注這間👀,"2,980萬","2,698","2,980萬2,698萬",坡道平面車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/6298YP?breadcrumb=list,大毅熊幸福高樓四房雙車位大毅熊幸福,台中市太平區新興一街,大樓,3.9年,建坪 77.23,主 + 陽35.22,13樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 68 人也在關注這間👀,"2,980萬","2,980","2,980萬",兩個以上車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/2306ST?breadcrumb=list,逢甲高樓層大三房平車名流廣場,台中市西屯區西屯路二段,大樓,31.4年,建坪 48.2,主 + 陽30.43,15樓/16樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 63 人也在關注這間👀,"1,448萬","1,448","1,448萬",坡道平面車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/0859BM?breadcrumb=list,大城雲杉稀有看公園雙平車大城雲杉,台中市西屯區福科一街,大樓,8.9年,建坪 76.37,主 + 陽38.44,23樓/24樓,3房2廳2衛,有裝潢有景觀前後陽台有 258 人也在關注這間👀,"3,980萬","3,980","3,980萬",兩個以上車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/9380YC?breadcrumb=list,品味生活勝美樹廈兩房平車,台中市南區福田一街,大樓,6.4年,建坪 42.35,主 + 陽20.48,9樓/12樓,2房2廳1衛,有裝潢有景觀前後陽台有 117 人也在關注這間👀,"1,658萬","1,658","1,658萬",坡道平面車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/0228KX?breadcrumb=list,［登陽聽河］視野三房平車,台中市南區高工南路,大樓,9.1年,建坪 48.93,主 + 陽28.03,14樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 175 人也在關注這間👀,"2,298萬","2,298","2,298萬",坡道平面車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/7410TG?breadcrumb=list,國泰ＰＬＵＳ視野三房平車國泰Plus+,台中市北屯區崇德八路一段,大樓,5.3年,建坪 46.6,主 + 陽26.38,11樓/15樓,3房2廳2衛,有景觀廁所開窗警衛管理有 263 人也在關注這間👀,"2,700萬","2,700","2,700萬",坡道平面車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/5150YW?breadcrumb=list,逢甲公園高樓三房附車位長城,台中市西屯區逢明街,大樓,31.4年,建坪 33.42,主 + 陽26.45,10樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 509 人也在關注這間👀,"1,090萬","1,068","1,090萬1,068萬",坡道機械車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/9545MX?breadcrumb=list,市政１號院Ｂ９雙面視野戶市政1號院,台中市西屯區市政路,大樓,0.4年,建坪 37.7,主 + 陽18.18,31樓/31樓,2房2廳1衛,有裝潢有陽台廁所開窗有 80 人也在關注這間👀,"2,188萬","2,188","2,188萬",坡道平面車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/3501HT?breadcrumb=list,協勝詠心質感三房,台中市太平區環中東路四段,大樓,1.0年,建坪 48.55,主 + 陽26.04,6樓/14樓,3房2廳2衛,有景觀前後陽台有陽台有 82 人也在關注這間👀,"1,595萬","1,595","1,595萬",坡道平面車位,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/1879HB?breadcrumb=list,低總價北區親親戲院旁公寓,台中市北區進化路,公寓,42.1年,建坪 31.83,主 + 陽27.99,5樓/5樓,3房2廳2衛,有裝潢有景觀前後陽台有 86 人也在關注這間👀,698萬,698,698萬,,,
2025_11_24 10_09_06,36,https://www.sinyi.com.tw//buy/house/9784ZQ?breadcrumb=list,太原園道左右逢源四房平車左右逢源,台中市北區太原一街,大樓,31.4年,建坪 77.5,主 + 陽41.11,3樓/14樓,4房2廳2衛(含加蓋1廳),有裝潢有景觀前後陽台有 243 人也在關注這間👀,"2,188萬","1,988","2,188萬1,988萬",坡道平面車位,,
